COLLECTION_DATE,ACTION_TIMESTAMP,COLLECTION_ORDER_ID,ACTION,ZONE,AGENT_ID
1/1/2024,"January 1, 2024, 3:09 PM",111805748,COLLECTED,ZONE_5,5204
1/1/2024,"January 1, 2024, 3:08 PM",111805748,ARRIVED,ZONE_5,5204
1/1/2024,"January 1, 2024, 3:04 PM",111805748,STARTED TASK,ZONE_5,5204
1/1/2024,"January 1, 2024, 5:03 PM",111808423,COLLECTED,ZONE_39,26920
1/1/2024,"January 1, 2024, 5:02 PM",111808423,ARRIVED,ZONE_39,26920
1/1/2024,"January 1, 2024, 4:58 PM",111808423,STARTED TASK,ZONE_39,26920
1/1/2024,"January 1, 2024, 4:57 PM",111811343,PARTIALLY_COLLECTED,ZONE_39,26920
1/1/2024,"January 1, 2024, 4:57 PM",111811343,ARRIVED,ZONE_39,26920
1/1/2024,"January 1, 2024, 4:53 PM",111811343,STARTED TASK,ZONE_39,26920
1/1/2024,"January 1, 2024, 4:21 PM",111812810,COLLECTED,ZONE_65,2677
1/1/2024,"January 1, 2024, 4:20 PM",111812810,ARRIVED,ZONE_65,2677
1/1/2024,"January 1, 2024, 4:16 PM",111812810,STARTED TASK,ZONE_65,2677
1/1/2024,"January 1, 2024, 6:28 PM",111813331,COLLECTED,ZONE_38,26879
1/1/2024,"January 1, 2024, 6:25 PM",111813331,ARRIVED,ZONE_38,26879
1/1/2024,"January 1, 2024, 6:21 PM",111813331,STARTED TASK,ZONE_38,26879
1/1/2024,"January 1, 2024, 7:55 PM",111814275,COLLECTED,ZONE_16,4930
1/1/2024,"January 1, 2024, 7:55 PM",111814275,ARRIVED,ZONE_16,4930
1/1/2024,"January 1, 2024, 7:51 PM",111814275,STARTED TASK,ZONE_16,4930
1/1/2024,"January 1, 2024, 3:37 PM",111815493,COLLECTED,ZONE_63,4131
1/1/2024,"January 1, 2024, 3:32 PM",111815493,ARRIVED,ZONE_63,4131
1/1/2024,"January 1, 2024, 3:28 PM",111815493,STARTED TASK,ZONE_63,4131
1/1/2024,"January 1, 2024, 6:35 PM",111816713,COLLECTED,ZONE_7,1009
1/1/2024,"January 1, 2024, 6:35 PM",111816713,ARRIVED,ZONE_7,1009
1/1/2024,"January 1, 2024, 6:31 PM",111816713,STARTED TASK,ZONE_7,1009
1/1/2024,"January 1, 2024, 4:10 PM",111817200,PARTIALLY_COLLECTED,ZONE_49,3121
1/1/2024,"January 1, 2024, 4:07 PM",111817200,ARRIVED,ZONE_49,3121
1/1/2024,"January 1, 2024, 4:03 PM",111817200,STARTED TASK,ZONE_49,3121
1/1/2024,"January 1, 2024, 7:15 PM",111817931,COLLECTED,ZONE_36,5205
1/1/2024,"January 1, 2024, 7:09 PM",111817931,ARRIVED,ZONE_36,5205
1/1/2024,"January 1, 2024, 7:04 PM",111817931,STARTED TASK,ZONE_36,5205
1/1/2024,"January 1, 2024, 6:14 PM",111820860,COLLECTED,ZONE_56,5545
1/1/2024,"January 1, 2024, 6:11 PM",111820860,ARRIVED,ZONE_56,5545
1/1/2024,"January 1, 2024, 6:06 PM",111820860,STARTED TASK,ZONE_56,5545
1/1/2024,"January 1, 2024, 3:26 PM",111822818,COLLECTED,ZONE_58,2483
1/1/2024,"January 1, 2024, 3:25 PM",111822818,ARRIVED,ZONE_58,2483
1/1/2024,"January 1, 2024, 3:21 PM",111822818,STARTED TASK,ZONE_58,2483
1/1/2024,"January 1, 2024, 7:54 PM",111829430,COLLECTED,ZONE_14,17890
1/1/2024,"January 1, 2024, 7:52 PM",111829430,ARRIVED,ZONE_14,17890
1/1/2024,"January 1, 2024, 7:48 PM",111829430,STARTED TASK,ZONE_14,17890
1/1/2024,"January 1, 2024, 6:30 PM",111844837,PARTIALLY_COLLECTED,ZONE_47,5574
1/1/2024,"January 1, 2024, 6:30 PM",111844837,ARRIVED,ZONE_47,5574
1/1/2024,"January 1, 2024, 6:26 PM",111844837,STARTED TASK,ZONE_47,5574
1/1/2024,"January 1, 2024, 4:07 PM",111845081,COLLECTED,ZONE_15,5115
1/1/2024,"January 1, 2024, 4:06 PM",111845081,ARRIVED,ZONE_15,5115
1/1/2024,"January 1, 2024, 4:02 PM",111845081,STARTED TASK,ZONE_15,5115
1/1/2024,"January 1, 2024, 2:48 PM",111865935,COLLECTED,ZONE_33,4778
1/1/2024,"January 1, 2024, 2:48 PM",111865935,ARRIVED,ZONE_33,4778
1/1/2024,"January 1, 2024, 2:44 PM",111865935,STARTED TASK,ZONE_33,4778
1/1/2024,"January 1, 2024, 3:01 PM",111874311,COLLECTED,ZONE_63,4131
1/1/2024,"January 1, 2024, 3:00 PM",111874311,ARRIVED,ZONE_63,4131
1/1/2024,"January 1, 2024, 2:55 PM",111874311,STARTED TASK,ZONE_63,4131
1/1/2024,"January 1, 2024, 5:54 PM",111874561,COLLECTED,ZONE_8,1009
1/1/2024,"January 1, 2024, 5:54 PM",111874561,ARRIVED,ZONE_8,1009
1/1/2024,"January 1, 2024, 5:50 PM",111874561,STARTED TASK,ZONE_8,1009
1/1/2024,"January 1, 2024, 5:47 PM",111881545,COLLECTED,ZONE_10,3983
1/1/2024,"January 1, 2024, 5:45 PM",111881545,ARRIVED,ZONE_10,3983
1/1/2024,"January 1, 2024, 5:41 PM",111881545,STARTED TASK,ZONE_10,3983
1/1/2024,"January 1, 2024, 2:27 PM",111885541,COLLECTED,ZONE_3,1550
1/1/2024,"January 1, 2024, 2:26 PM",111885541,ARRIVED,ZONE_3,1550
1/1/2024,"January 1, 2024, 2:22 PM",111885541,STARTED TASK,ZONE_3,1550
1/1/2024,"January 1, 2024, 10:13 PM",111888806,COLLECTED,ZONE_11,3244
1/1/2024,"January 1, 2024, 10:12 PM",111888806,ARRIVED,ZONE_11,3244
1/1/2024,"January 1, 2024, 10:07 PM",111888806,STARTED TASK,ZONE_11,3244
1/1/2024,"January 1, 2024, 3:55 PM",111893324,COLLECTED,ZONE_57,3172
1/1/2024,"January 1, 2024, 3:55 PM",111893324,ARRIVED,ZONE_57,3172
1/1/2024,"January 1, 2024, 3:51 PM",111893324,STARTED TASK,ZONE_57,3172
1/1/2024,"January 1, 2024, 3:30 PM",111893575,COLLECTED,ZONE_12,17890
1/1/2024,"January 1, 2024, 3:30 PM",111893575,ARRIVED,ZONE_12,17890
1/1/2024,"January 1, 2024, 3:25 PM",111893575,STARTED TASK,ZONE_12,17890
1/1/2024,"January 1, 2024, 1:51 PM",111898844,COLLECTED,ZONE_23,5047
1/1/2024,"January 1, 2024, 1:51 PM",111898844,ARRIVED,ZONE_23,5047
1/1/2024,"January 1, 2024, 1:47 PM",111898844,STARTED TASK,ZONE_23,5047
1/1/2024,"January 1, 2024, 4:30 PM",111908925,COLLECTED,ZONE_65,2677
1/1/2024,"January 1, 2024, 4:29 PM",111908925,ARRIVED,ZONE_65,2677
1/1/2024,"January 1, 2024, 4:24 PM",111908925,STARTED TASK,ZONE_65,2677
1/1/2024,"January 1, 2024, 4:43 PM",111913235,COLLECTED,ZONE_46,221
1/1/2024,"January 1, 2024, 4:43 PM",111913235,ARRIVED,ZONE_46,221
1/1/2024,"January 1, 2024, 4:39 PM",111913235,STARTED TASK,ZONE_46,221
1/1/2024,"January 1, 2024, 3:20 PM",111913993,COLLECTED,ZONE_29,4595
1/1/2024,"January 1, 2024, 3:19 PM",111913993,ARRIVED,ZONE_29,4595
1/1/2024,"January 1, 2024, 3:15 PM",111913993,STARTED TASK,ZONE_29,4595
1/1/2024,"January 1, 2024, 5:04 PM",111916026,COLLECTED,ZONE_1,2706
1/1/2024,"January 1, 2024, 5:04 PM",111916026,ARRIVED,ZONE_1,2706
1/1/2024,"January 1, 2024, 5:00 PM",111916026,STARTED TASK,ZONE_1,2706
1/1/2024,"January 1, 2024, 4:29 PM",111919836,PARTIALLY_COLLECTED,ZONE_25,3955
1/1/2024,"January 1, 2024, 4:29 PM",111919836,ARRIVED,ZONE_25,3955
1/1/2024,"January 1, 2024, 4:25 PM",111919836,STARTED TASK,ZONE_25,3955
1/1/2024,"January 1, 2024, 4:22 PM",111926947,COLLECTED,ZONE_15,5115
1/1/2024,"January 1, 2024, 4:18 PM",111926947,ARRIVED,ZONE_15,5115
1/1/2024,"January 1, 2024, 4:14 PM",111926947,STARTED TASK,ZONE_15,5115
1/1/2024,"January 1, 2024, 7:24 PM",111929229,COLLECTED,ZONE_28,18148
1/1/2024,"January 1, 2024, 7:23 PM",111929229,ARRIVED,ZONE_28,18148
1/1/2024,"January 1, 2024, 7:19 PM",111929229,STARTED TASK,ZONE_28,18148
1/1/2024,"January 1, 2024, 8:18 PM",111933054,COLLECTED,ZONE_10,3983
1/1/2024,"January 1, 2024, 8:13 PM",111933054,ARRIVED,ZONE_10,3983
1/1/2024,"January 1, 2024, 8:09 PM",111933054,STARTED TASK,ZONE_10,3983
1/1/2024,"January 1, 2024, 8:05 PM",111939692,PARTIALLY_COLLECTED,ZONE_19,5618
1/1/2024,"January 1, 2024, 8:05 PM",111939692,ARRIVED,ZONE_19,5618
1/1/2024,"January 1, 2024, 8:01 PM",111939692,STARTED TASK,ZONE_19,5618
1/1/2024,"January 1, 2024, 7:08 PM",111941230,COLLECTED,ZONE_30,26839
1/1/2024,"January 1, 2024, 7:07 PM",111941230,ARRIVED,ZONE_30,26839
1/1/2024,"January 1, 2024, 7:03 PM",111941230,STARTED TASK,ZONE_30,26839
1/1/2024,"January 1, 2024, 1:51 PM",111942253,COLLECTED,ZONE_35,2893
1/1/2024,"January 1, 2024, 1:51 PM",111942253,ARRIVED,ZONE_35,2893
1/1/2024,"January 1, 2024, 1:47 PM",111942253,STARTED TASK,ZONE_35,2893
1/1/2024,"January 1, 2024, 10:03 PM",111942767,COLLECTED,ZONE_32,3057
1/1/2024,"January 1, 2024, 9:59 PM",111942767,ARRIVED,ZONE_32,3057
1/1/2024,"January 1, 2024, 9:55 PM",111942767,STARTED TASK,ZONE_32,3057
1/1/2024,"January 1, 2024, 11:09 PM",111943792,DELAYED,ZONE_59,4850
1/1/2024,"January 1, 2024, 10:59 PM",111943792,STARTED TASK,ZONE_59,4850
1/2/2024,"January 2, 2024, 11:06 PM",111943792,FAILED,ZONE_59,5750
1/2/2024,"January 2, 2024, 10:57 PM",111943792,STARTED TASK,ZONE_59,5750
1/1/2024,"January 1, 2024, 6:49 PM",111944302,COLLECTED,ZONE_24,4652
1/1/2024,"January 1, 2024, 6:48 PM",111944302,ARRIVED,ZONE_24,4652
1/1/2024,"January 1, 2024, 6:44 PM",111944302,STARTED TASK,ZONE_24,4652
1/1/2024,"January 1, 2024, 11:43 PM",111944558,COLLECTED,ZONE_14,1481
1/1/2024,"January 1, 2024, 11:43 PM",111944558,ARRIVED,ZONE_14,1481
1/1/2024,"January 1, 2024, 11:38 PM",111944558,STARTED TASK,ZONE_14,1481
1/1/2024,"January 1, 2024, 8:15 PM",111949408,COLLECTED,ZONE_55,5262
1/1/2024,"January 1, 2024, 8:14 PM",111949408,ARRIVED,ZONE_55,5262
1/1/2024,"January 1, 2024, 8:09 PM",111949408,STARTED TASK,ZONE_55,5262
1/1/2024,"January 1, 2024, 6:58 PM",111951446,COLLECTED,ZONE_11,3244
1/1/2024,"January 1, 2024, 6:57 PM",111951446,ARRIVED,ZONE_11,3244
1/1/2024,"January 1, 2024, 6:53 PM",111951446,STARTED TASK,ZONE_11,3244
1/1/2024,"January 1, 2024, 5:52 PM",111951703,COLLECTED,ZONE_46,221
1/1/2024,"January 1, 2024, 5:52 PM",111951703,ARRIVED,ZONE_46,221
1/1/2024,"January 1, 2024, 5:47 PM",111951703,STARTED TASK,ZONE_46,221
1/1/2024,"January 1, 2024, 11:03 PM",111952468,COLLECTED,ZONE_60,18224
1/1/2024,"January 1, 2024, 10:59 PM",111952468,ARRIVED,ZONE_60,18224
1/1/2024,"January 1, 2024, 10:47 PM",111952468,STARTED TASK,ZONE_60,18224
1/1/2024,"January 1, 2024, 4:15 PM",111952976,COLLECTED,ZONE_41,4312
1/1/2024,"January 1, 2024, 4:14 PM",111952976,ARRIVED,ZONE_41,4312
1/1/2024,"January 1, 2024, 4:10 PM",111952976,STARTED TASK,ZONE_41,4312
1/1/2024,"January 1, 2024, 11:32 PM",111953229,COLLECTED,ZONE_52,3130
1/1/2024,"January 1, 2024, 11:31 PM",111953229,ARRIVED,ZONE_52,3130
1/1/2024,"January 1, 2024, 11:27 PM",111953229,STARTED TASK,ZONE_52,3130
1/1/2024,"January 1, 2024, 3:20 PM",111955267,COLLECTED,ZONE_48,3935
1/1/2024,"January 1, 2024, 3:19 PM",111955267,ARRIVED,ZONE_48,3935
1/1/2024,"January 1, 2024, 3:15 PM",111955267,STARTED TASK,ZONE_48,3935
1/1/2024,"January 1, 2024, 4:05 PM",111955784,COLLECTED,ZONE_10,3983
1/1/2024,"January 1, 2024, 4:04 PM",111955784,ARRIVED,ZONE_10,3983
1/1/2024,"January 1, 2024, 4:00 PM",111955784,STARTED TASK,ZONE_10,3983
1/1/2024,"January 1, 2024, 5:26 PM",111957062,COLLECTED,ZONE_49,3121
1/1/2024,"January 1, 2024, 5:21 PM",111957062,ARRIVED,ZONE_49,3121
1/1/2024,"January 1, 2024, 5:17 PM",111957062,STARTED TASK,ZONE_49,3121
1/2/2024,"January 2, 2024, 7:25 PM",111958341,COLLECTED,ZONE_10,3244
1/2/2024,"January 2, 2024, 7:24 PM",111958341,ARRIVED,ZONE_10,3244
1/2/2024,"January 2, 2024, 7:19 PM",111958341,STARTED TASK,ZONE_10,3244
1/1/2024,"January 1, 2024, 3:09 PM",111959354,COLLECTED,ZONE_41,4312
1/1/2024,"January 1, 2024, 3:05 PM",111959354,ARRIVED,ZONE_41,4312
1/1/2024,"January 1, 2024, 3:01 PM",111959354,STARTED TASK,ZONE_41,4312
1/1/2024,"January 1, 2024, 1:58 PM",111959356,COLLECTED,ZONE_24,4652
1/1/2024,"January 1, 2024, 1:56 PM",111959356,ARRIVED,ZONE_24,4652
1/1/2024,"January 1, 2024, 1:52 PM",111959356,STARTED TASK,ZONE_24,4652
1/1/2024,"January 1, 2024, 6:58 PM",111961658,COLLECTED,ZONE_49,3121
1/1/2024,"January 1, 2024, 6:58 PM",111961658,ARRIVED,ZONE_49,3121
1/1/2024,"January 1, 2024, 6:54 PM",111961658,STARTED TASK,ZONE_49,3121
1/1/2024,"January 1, 2024, 7:02 PM",111964220,COLLECTED,ZONE_11,3244
1/1/2024,"January 1, 2024, 7:01 PM",111964220,ARRIVED,ZONE_11,3244
1/1/2024,"January 1, 2024, 6:57 PM",111964220,STARTED TASK,ZONE_11,3244
1/1/2024,"January 1, 2024, 4:00 PM",111967323,PARTIALLY_COLLECTED,ZONE_21,2895
1/1/2024,"January 1, 2024, 3:59 PM",111967323,ARRIVED,ZONE_21,2895
1/1/2024,"January 1, 2024, 3:55 PM",111967323,STARTED TASK,ZONE_21,2895
1/1/2024,"January 1, 2024, 2:15 PM",111970673,COLLECTED,ZONE_3,1550
1/1/2024,"January 1, 2024, 2:15 PM",111970673,ARRIVED,ZONE_3,1550
1/1/2024,"January 1, 2024, 2:10 PM",111970673,STARTED TASK,ZONE_3,1550
1/1/2024,"January 1, 2024, 2:57 PM",111970677,COLLECTED,ZONE_34,4891
1/1/2024,"January 1, 2024, 2:57 PM",111970677,ARRIVED,ZONE_34,4891
1/1/2024,"January 1, 2024, 2:50 PM",111970677,STARTED TASK,ZONE_34,4891
1/1/2024,"January 1, 2024, 3:45 PM",111970933,COLLECTED,ZONE_34,4891
1/1/2024,"January 1, 2024, 3:44 PM",111970933,ARRIVED,ZONE_34,4891
1/1/2024,"January 1, 2024, 3:22 PM",111970933,STARTED TASK,ZONE_34,4891
1/1/2024,"January 1, 2024, 6:15 PM",111972730,COLLECTED,ZONE_38,26879
1/1/2024,"January 1, 2024, 6:14 PM",111972730,ARRIVED,ZONE_38,26879
1/1/2024,"January 1, 2024, 6:10 PM",111972730,STARTED TASK,ZONE_38,26879
1/1/2024,"January 1, 2024, 3:10 PM",111979463,COLLECTED,ZONE_58,2483
